Player,Season,DIS,DBPM,DWS,D-LEBRON
Brandon Knight,2019-20,-10.47736968,-2.5,0.1,-0.56
Cristiano Felicio,2019-20,-10.54589737,-1.7,0.3,-1.2
Kostas Antetokounmpo,2019-20,-10.56311973,-0.9,0.0,-0.68
Malik Beasley,2019-20,-10.8515956,-2.4,0.2,-1.32
JJ Redick,2019-20,-10.91409744,-1.7,0.6,-2.36
Nickeil Alexander-Walker,2019-20,-11.69929574,-1.4,0.4,-1.7
Isaiah Thomas,2019-20,-11.94980865,-3.9,-0.1,-1.94
Collin Sexton,2019-20,-13.75739903,-2.1,0.4,-2.57
Trae Young,2019-20,-14.22690665,-2.3,0.6,-2.95
Darius Garland,2019-20,-14.85634563,-2.8,0.0,-2.58
Rudy Gobert,2020-21,34.59883031,2.8,5.2,4.25
Draymond Green,2020-21,23.66123232,3.3,3.4,2.51
Jakob Poeltl,2020-21,19.54399682,1.2,2.5,2.02
Ben Simmons,2020-21,18.44101373,2.2,3.3,2.08
Bam Adebayo,2020-21,18.2028209,2.0,3.2,1.9
Matisse Thybulle,2020-21,17.38990481,4.5,2.7,2.0
Myles Turner,2020-21,17.36494869,2.0,2.2,2.61
Clint Capela,2020-21,16.62514951,0.0,3.3,2.67
Isaiah Stewart,2020-21,16.51006639,0.5,2.1,1.53
Brook Lopez,2020-21,16.24644508,0.0,2.2,1.24
Nerlens Noel,2020-21,15.90800017,3.8,3.6,2.39
Giannis Antetokounmpo,2020-21,15.41926927,2.8,3.3,2.53
Robert Covington,2020-21,15.39528034,1.5,2.4,2.24
Ivica Zubac,2020-21,14.84749453,0.4,2.1,1.3
Jimmy Butler III,2020-21,14.02395725,2.3,2.7,1.6
Jarred Vanderbilt,2020-21,13.58431958,1.4,1.5,2.18
Jusuf Nurkic,2020-21,13.55993237,1.8,1.2,2.62
Alex Len,2020-21,13.47402322,0.9,1.2,2.01
Marcus Smart,2020-21,13.43288086,0.2,1.5,1.01
Kyle Anderson,2020-21,13.01153993,1.9,2.7,1.98
Deandre Ayton,2020-21,13.01137132,0.1,3.1,0.92
Kent Bazemore,2020-21,12.56748151,1.7,2.1,1.51
Alex Caruso,2020-21,12.34579087,2.5,2.1,2.03
Richaun Holmes,2020-21,12.24134935,0.0,1.4,0.43
Joel Embiid,2020-21,12.15754626,1.2,3.2,1.07
Taj Gibson,2020-21,12.05490388,2.1,1.7,1.79
Nikola Jokic,2020-21,11.94069442,3.0,3.4,0.86
Robert Williams III,2020-21,11.72072016,,,2.18
Jae'Sean Tate,2020-21,11.1850476,0.3,1.6,0.18
Domantas Sabonis,2020-21,11.1609791,1.6,3.0,0.88
Willie Cauley-Stein,2020-21,11.15956742,0.9,1.2,1.82
Julius Randle,2020-21,11.14098256,0.9,4.3,0.12
Dwight Powell,2020-21,11.10562062,1.3,1.2,1.2
Wendell Carter Jr.,2020-21,10.88285683,-1.0,0.7,0.91
Jonas Valanciunas,2020-21,10.85342486,-0.3,2.6,1.12
Steven Adams,2020-21,10.79979151,0.1,1.7,0.91
Dorian Finney-Smith,2020-21,10.69208179,0.0,1.6,0.99
Andrew Wiggins,2020-21,10.64740813,-0.4,2.7,0.63
Montrezl Harrell,2020-21,10.43575871,0.7,2.7,0.71
Isaiah Hartenstein,2020-21,10.2768444,2.3,0.4,1.68
Patrick Beverley,2020-21,10.23683409,1.4,1.0,1.23
Danny Green,2020-21,10.13154818,1.5,3.1,0.33
Khem Birch,2020-21,9.910296536,0.0,0.6,0.83
Marc Gasol,2020-21,9.907364228,3.7,1.9,2.02
Jae Crowder,2020-21,9.75290309,0.8,1.9,0.57
DeAndre Jordan,2020-21,9.659146802,1.0,1.5,1.03
Daniel Theis,2020-21,9.411222287,0.3,0.7,0.94
Serge Ibaka,2020-21,9.35403531,0.2,1.3,1.22
Maxi Kleber,2020-21,9.321387902,0.5,1.3,0.6
Paul George,2020-21,9.280972925,0.3,2.3,1.09
Xavier Tillman,2020-21,9.128130397,,,1.38
Jrue Holiday,2020-21,9.020365281,0.6,2.2,0.95
Daniel Gafford,2020-21,8.932738003,1.6,0.7,1.8
Nicolas Batum,2020-21,8.875519647,1.5,2.3,1.05
OG Anunoby,2020-21,8.683691192,0.4,1.6,0.56
Jarrett Allen,2020-21,8.668601478,-0.4,1.6,0.26
Nic Claxton,2020-21,8.441429193,1.4,0.9,1.82
Russell Westbrook,2020-21,8.407386756,1.1,3.2,1.37
Justin Holiday,2020-21,8.230812811,-0.1,1.8,-0.65
LeBron James,2020-21,8.223754142,2.3,2.6,0.25
Brandon Clarke,2020-21,8.1753547,1.2,2.0,1.28
Fred VanVleet,2020-21,7.882342281,0.2,1.8,0.93
Larry Nance Jr.,2020-21,7.865713756,1.8,1.3,1.87
Kevin Huerter,2020-21,7.804653605,0.4,1.7,0.4
DeMarcus Cousins,2020-21,7.746041609,1.9,0.4,1.83
Aron Baynes,2020-21,7.734270109,-1.1,0.9,0.54
Donte DiVincenzo,2020-21,7.73291559,0.4,2.1,1.45
Andre Iguodala,2020-21,7.685240519,1.8,1.8,1.12
Paul Millsap,2020-21,7.67058764,0.7,1.6,1.45
Blake Griffin,2020-21,7.574350413,0.3,0.6,0.36
Kevon Looney,2020-21,7.555619619,1.0,1.4,0.68
Derrick Favors,2020-21,7.359748916,2.4,2.2,1.47
Josh Okogie,2020-21,7.22353818,0.3,0.8,1.07
Chris Boucher,2020-21,7.099492529,0.6,2.1,0.45
Dwight Howard,2020-21,7.06688962,0.6,2.6,0.8
Kawhi Leonard,2020-21,7.042391965,1.3,2.4,1.26
Karl-Anthony Towns,2020-21,6.994858222,0.2,1.6,0.42
Trevor Ariza,2020-21,6.816299906,0.1,1.0,1.21
Grant Williams,2020-21,6.632075329,0.3,1.0,1.03
Rui Hachimura,2020-21,6.620453105,-1.0,1.4,0.59
Andre Drummond,2020-21,6.565891879,1.0,1.2,1.97
Anthony Davis,2020-21,6.519622948,2.2,2.4,1.34
Naz Reid,2020-21,6.502956857,-0.2,1.3,0.63
Michael Carter-Williams,2020-21,6.411354319,-0.2,0.6,1.13
Delon Wright,2020-21,6.374696432,0.6,0.5,0.85
Thaddeus Young,2020-21,6.353346197,1.4,2.2,0.07
Royce O'Neale,2020-21,6.282344643,2.1,3.3,1.54
Nikola Vucevic,2020-21,6.281895727,0.5,1.2,0.65
Dillon Brooks,2020-21,6.276890843,-1.1,1.8,0.11
Wesley Matthews,2020-21,6.190163353,1.4,1.5,0.52
JaVale McGee,2020-21,6.132898455,-0.3,0.3,1.28
Juan Toscano-Anderson,2020-21,6.130805726,2.2,1.6,1.57
Facundo Campazzo,2020-21,6.112045011,1.2,1.5,0.25
Deni Avdija,2020-21,6.077003999,0.4,1.2,1.57
Victor Oladipo,2020-21,6.040039729,-1.6,0.2,0.41
Mikal Bridges,2020-21,6.014469667,0.9,2.6,1.06
P.J. Washington,2020-21,6.007222905,0.6,2.4,0.84
Jamal Murray,2020-21,5.986172883,-0.7,1.5,0.03
Christian Wood,2020-21,5.944941527,-0.3,1.4,0.13
Robin Lopez,2020-21,5.943912096,-1.2,0.9,0.04
Kelly Olynyk,2020-21,5.940463352,0.9,1.0,0.64
Tristan Thompson,2020-21,5.749502881,-1.0,1.4,1.33
De'Andre Hunter,2020-21,5.744643626,0.6,0.6,0.12
Duncan Robinson,2020-21,5.616643202,-0.8,1.8,1.36
James Ennis III,2020-21,5.47997259,-0.3,0.7,0.47
Stanley Johnson,2020-21,5.413389031,1.2,1.1,0.9
RJ Barrett,2020-21,5.384954648,-0.3,3.1,-0.74
Alec Burks,2020-21,5.38435219,0.6,1.8,-0.52
Kelly Oubre Jr.,2020-21,5.354750565,-0.5,2.2,-0.18
Jaden McDaniels,2020-21,5.318136641,-0.2,0.9,0.37
Cody Zeller,2020-21,5.271438655,-0.2,1.1,0.54
Drew Eubanks,2020-21,5.253058541,1.0,1.1,1.09
De'Anthony Melton,2020-21,5.22712968,1.7,1.5,0.6
Derrick White,2020-21,5.200568786,0.0,0.9,0.34
Bismack Biyombo,2020-21,5.173855729,0.4,1.4,0.27
Luke Kornet,2020-21,5.104207979,1.8,0.3,1.35
Miles Bridges,2020-21,5.073586005,0.1,1.9,-0.38
P.J. Tucker,2020-21,5.04726951,0.0,0.3,0.5
Kristaps Porzingis,2020-21,4.999145752,-0.8,1.7,0.45
Bruce Brown,2020-21,4.969733516,0.2,1.5,0.7
Mitchell Robinson,2020-21,4.902759724,1.5,1.7,1.04
Kenrich Williams,2020-21,4.892836912,0.5,1.2,0.27
LaMarcus Aldridge,2020-21,4.843927288,2.1,0.2,0.53
John Collins,2020-21,4.708734103,-0.2,1.9,-0.02
Desmond Bane,2020-21,4.706671064,-0.2,1.3,-0.26
Dejounte Murray,2020-21,4.69083969,1.0,2.6,1.45
Tony Bradley,2020-21,4.686409665,-0.5,0.5,0.69
Dario Saric,2020-21,4.630835661,-0.6,1.0,0.35
PJ Dozier,2020-21,4.621780693,-0.4,1.1,0.92
Al Horford,2020-21,4.589110217,1.4,0.9,1.93
Jayson Tatum,2020-21,4.571764336,-0.3,2.5,0.84
Rudy Gay,2020-21,4.536958109,0.0,1.7,-0.06
Mason Plumlee,2020-21,4.535021301,2.0,2.1,1.72
Lonzo Ball,2020-21,4.446795975,0.3,1.7,0.29
Kyle Lowry,2020-21,4.429779859,-0.4,1.3,0.02
Thomas Bryant,2020-21,4.429016338,-0.6,0.2,0.88
Cody Martin,2020-21,4.336717495,0.7,0.9,0.67
Pascal Siakam,2020-21,4.330786267,-0.3,2.0,0.83
Khris Middleton,2020-21,4.321025094,-0.3,2.2,0.34
Luguentz Dort,2020-21,4.306566236,-0.9,1.0,-0.38
Jaylen Brown,2020-21,4.156551991,-0.7,2.0,-0.42
Bobby Portis,2020-21,4.15345176,-0.4,2.0,0.01
Kevin Durant,2020-21,4.137224048,0.8,1.2,-0.44
DeAndre' Bembry,2020-21,4.109533895,1.4,1.1,0.64
Daniel Oturu,2020-21,4.098141525,-1.1,0.2,-0.12
Frank Mason III,2020-21,4.079537487,-2.4,0.0,0.2
Raul Neto,2020-21,4.002438296,0.9,1.3,0.75
T.J. McConnell,2020-21,3.922367209,1.7,2.2,0.15
Derrick Jones Jr.,2020-21,3.897751831,0.0,0.8,-0.34
Joe Ingles,2020-21,3.700091091,0.9,2.3,0.05
Ish Smith,2020-21,3.695558751,0.5,0.9,0.96
Jaxson Hayes,2020-21,3.666383113,0.0,1.0,0.62
Talen Horton-Tucker,2020-21,3.655016459,1.5,2.2,0.25
Ed Davis,2020-21,3.616991146,1.1,0.4,1.81
Jerami Grant,2020-21,3.363211839,-0.8,1.6,-0.22
Garrett Temple,2020-21,3.332810915,0.3,1.4,-0.01
Tobias Harris,2020-21,3.12668365,0.8,3.1,0.91
Mike Muscala,2020-21,3.126060333,-1.0,0.4,-0.01
Darius Miller,2020-21,3.060658004,2.7,0.2,0.76
Darius Bazley,2020-21,2.961408819,-1.3,1.4,-0.19
Mo Bamba,2020-21,2.953490737,0.0,1.1,0.39
Zion Williamson,2020-21,2.937886843,-0.3,1.6,-0.62
Al-Farouq Aminu,2020-21,2.910025638,0.2,0.1,0.93
Pat Connaughton,2020-21,2.905152769,0.5,1.7,0.41
KZ Okpala,2020-21,2.899611799,-0.6,0.4,0.23
James Johnson,2020-21,2.876089252,0.5,0.5,0.29
Tacko Fall,2020-21,2.683550289,2.9,0.3,0.73
Jordan McLaughlin,2020-21,2.661729578,0.2,0.6,0.65
Gordon Hayward,2020-21,2.620443696,-0.1,1.4,-0.24
Isaac Bonga,2020-21,2.61185005,0.0,0.4,0.87
Paul Reed,2020-21,2.585421555,0.8,0.4,0.05
Chris Paul,2020-21,2.487646456,1.1,2.7,1.38
Josh Richardson,2020-21,2.361688724,-0.2,1.4,-0.39
Georges Niang,2020-21,2.278441437,0.1,1.4,0.16
Hassan Whiteside,2020-21,2.251981634,-0.4,0.6,0.89
Damian Jones,2020-21,2.206375721,0.3,0.2,0.69
Norman Powell,2020-21,2.187796889,-0.7,0.4,-0.55
Yuta Watanabe,2020-21,2.18471147,0.5,0.8,0.97
Harry Giles III,2020-21,2.152750714,,,0.8
James Wiseman,2020-21,2.06827217,-1.0,1.2,0.03
Solomon Hill,2020-21,2.055594599,0.5,1.2,-0.22
Goga Bitadze,2020-21,1.996036174,1.0,0.8,0.63
Luka Doncic,2020-21,1.953759519,0.7,2.6,-0.48
Malachi Flynn,2020-21,1.858442239,-0.2,0.8,-0.27
Mike Conley,2020-21,1.796510094,1.3,2.1,0.12
Michael Porter Jr.,2020-21,1.745435427,-0.9,2.1,-0.4
Derrick Rose,2020-21,1.727546005,0.5,1.2,-0.69
Frank Kaminsky,2020-21,1.623729909,0.8,0.9,0.58
Danuel House Jr.,2020-21,1.605873375,-0.7,0.5,-0.55
Maurice Harkless,2020-21,1.51498015,0.0,0.3,0.22
Kyle Kuzma,2020-21,1.403590379,-0.1,2.9,0.12
Jarrett Culver,2020-21,1.36542958,-1.1,0.3,0.09
Bruno Fernando,2020-21,1.363121622,-0.4,0.3,0.49
Cory Joseph,2020-21,1.332820409,0.4,0.5,-0.21
Dean Wade,2020-21,1.282525999,-0.1,0.9,0.45
Aaron Gordon,2020-21,1.281201779,-0.3,0.6,0.14
Precious Achiuwa,2020-21,1.27104751,-0.5,1.0,0.67
JaMychal Green,2020-21,1.228402248,-1.0,1.2,-0.22
Brodric Thomas,2020-21,1.200674992,0.3,0.3,-0.08
Reggie Bullock Jr.,2020-21,1.187380141,,,-0.37
Keldon Johnson,2020-21,1.153493177,-0.7,1.7,0.25
Onyeka Okongwu,2020-21,1.147849262,0.8,0.8,1.19
Kentavious Caldwell-Pope,2020-21,1.127938718,1.0,2.6,0.08
Luka Samanic,2020-21,1.06314336,-0.7,0.3,0.04
Chuma Okeke,2020-21,1.043822756,0.5,1.0,-0.12
Patrick Williams,2020-21,1.008459606,0.4,2.2,0.12
Eric Bledsoe,2020-21,0.993740399,-0.9,1.3,-0.15
Josh Hart,2020-21,0.980535666,0.3,1.3,-0.26
David Nwaba,2020-21,0.92059958,0.6,0.6,0.23
DaQuan Jeffries,2020-21,0.880772551,-0.6,0.2,0.14
Spencer Dinwiddie,2020-21,0.828361764,2.6,0.1,-0.43
Anthony Tolliver,2020-21,0.789790685,-1.5,0.1,-0.33
Jordan Bell,2020-21,0.781215821,1.7,0.0,-0.02
Reggie Jackson,2020-21,0.7690799,-0.2,1.4,0.36
Harrison Barnes,2020-21,0.676158412,-1.3,0.5,-0.63
Gary Harris,2020-21,0.574688776,-2.2,0.2,-0.52
Ricky Rubio,2020-21,0.566590416,0.0,1.3,-0.03
Tim Hardaway Jr.,2020-21,0.564248404,-1.7,1.2,-1.53
Evan Fournier,2020-21,0.513219926,0.1,0.5,-0.22
Lamar Stevens,2020-21,0.490986845,0.0,0.5,0.65
Cameron Johnson,2020-21,0.47422077,-0.2,1.4,0.62
Joe Harris,2020-21,0.333390656,-1.2,1.1,-0.67
Cam Reynolds,2020-21,0.313399245,,,-0.2
Terance Mann,2020-21,0.312661275,0.3,1.3,0.09
Adam Mokoka,2020-21,0.284693738,-1.6,0.1,0.31
D.J. Wilson,2020-21,0.284230551,-0.4,0.3,0.37
Bradley Beal,2020-21,0.283378498,-1.4,1.7,-1.25
Justise Winslow,2020-21,0.282087134,0.2,0.6,0.17
Markieff Morris,2020-21,0.26244435,0.3,1.8,-0.35
Davis Bertans,2020-21,0.247685124,-1.1,1.0,-0.68
Thanasis Antetokounmpo,2020-21,0.209086842,0.2,0.6,-0.17
Gary Payton II,2020-21,0.193260479,8.2,0.1,-0.27
Dylan Windler,2020-21,0.18277957,0.3,0.5,0.57
James Harden,2020-21,0.175977785,1.3,1.5,-0.78
Torrey Craig,2020-21,0.081185057,0.4,0.8,-0.21
Kemba Walker,2020-21,0.046059704,-0.7,1.1,-0.08
Josh Jackson,2020-21,0.041068162,-0.5,1.7,-0.09
Dennis Smith Jr.,2020-21,0.040631878,1.3,0.5,-0.06
Willy Hernangomez,2020-21,0.032678513,-1.0,1.0,-0.04
Devonte' Graham,2020-21,0.031936792,-1.1,0.9,-0.59
Mamadi Diakite,2020-21,0.030585857,0.9,0.2,0.29
Killian Tillie,2020-21,-0.156976991,-0.3,0.2,-0.4
Grayson Allen,2020-21,-0.160107585,0.1,1.2,-0.28
Kira Lewis Jr.,2020-21,-0.182812968,-0.2,0.6,-0.18
Mike Scott,2020-21,-0.272750581,0.3,1.1,0.33
Moses Brown,2020-21,-0.314086452,-1.2,1.3,0.77
Miye Oni,2020-21,-0.346413894,1.3,0.7,-0.48
Freddie Gillespie,2020-21,-0.350980451,-0.1,0.5,0.59
Wenyen Gabriel,2020-21,-0.409526439,-0.1,0.3,0.48
Anthony Gill,2020-21,-0.445462765,0.3,0.3,0.24
Boban Marjanovic,2020-21,-0.511073638,-2.6,0.3,0.25
Ryan Arcidiacono,2020-21,-0.519183885,0.3,0.4,0.42
Bogdan Bogdanovic,2020-21,-0.568928774,0.3,1.1,-0.71
Kelan Martin,2020-21,-0.579003743,-1.3,0.4,-0.54
Isaiah Roby,2020-21,-0.609565045,0.4,1.5,-0.22
Enes Freedom,2020-21,-0.670886033,-1.4,1.7,-0.47
LaMelo Ball,2020-21,-0.672291632,0.7,1.9,-0.36
Stephen Curry,2020-21,-0.686153107,0.4,2.5,-0.83
Cameron Payne,2020-21,-0.701241972,1.0,1.2,-0.16
Will Barton,2020-21,-0.751246675,-0.8,1.5,0.13
Caleb Martin,2020-21,-0.785783987,0.2,0.9,-0.59
Jabari Parker,2020-21,-0.787076872,0.2,0.1,-0.25
Kyrie Irving,2020-21,-0.831944081,-0.2,1.6,-1.11
Nickeil Alexander-Walker,2020-21,-0.937327584,0.1,1.0,0.07
Zach LaVine,2020-21,-0.956562852,-0.8,1.8,-1.51
Dennis Schroder,2020-21,-0.994980544,0.2,2.7,-0.2
KJ Martin,2020-21,-1.018909235,-0.4,0.9,-0.55
Chandler Hutchison,2020-21,-1.035086883,0.3,0.3,0.3
Naji Marshall,2020-21,-1.04111638,0.8,0.7,0.63
Abdel Nader,2020-21,-1.060439392,1.0,0.4,0.27
Nathan Knight,2020-21,-1.071145852,-1.0,0.3,-0.29
Devin Booker,2020-21,-1.08549036,-1.4,2.0,-1.01
Justin Patton,2020-21,-1.093262421,1.4,0.3,0.92
Buddy Hield,2020-21,-1.104434463,-1.6,0.7,-0.7
Gabe Vincent,2020-21,-1.118992527,-0.9,0.5,-0.84
Jalen Brunson,2020-21,-1.13726541,-0.6,1.1,-0.34
Bojan Bogdanovic,2020-21,-1.146170844,-0.7,2.5,-1.48
Udoka Azubuike,2020-21,-1.16602108,1.7,0.1,-0.78
Chris Silva,2020-21,-1.166110764,-1.3,0.0,0.16
De'Aaron Fox,2020-21,-1.172502336,-1.3,0.8,-1.03
Jeff Green,2020-21,-1.217434145,-0.9,1.2,-0.72
Gorgui Dieng,2020-21,-1.276079991,1.5,0.2,0.04
Hamidou Diallo,2020-21,-1.276855884,-0.8,0.5,-0.74
Iman Shumpert,2020-21,-1.299445449,-2.2,0.0,-0.45
Jevon Carter,2020-21,-1.30001487,0.9,0.8,0.19
Obi Toppin,2020-21,-1.392579223,0.7,1.0,-0.6
Alen Smailagic,2020-21,-1.417515345,-0.4,0.1,-0.26
Didi Louzada,2020-21,-1.481253274,-1.8,0.0,-0.09
Jalen McDaniels,2020-21,-1.482689282,-0.4,0.9,-0.43
Lauri Markkanen,2020-21,-1.48708133,-0.9,1.3,-0.59
Yogi Ferrell,2020-21,-1.493411232,0.7,0.1,-0.2
Rayjon Tucker,2020-21,-1.551901883,-0.4,0.1,-0.5
Brad Wanamaker,2020-21,-1.597334576,-0.5,0.3,0.09
Terry Rozier,2020-21,-1.649066977,-0.5,2.0,-1.57
Marquese Chriss,2020-21,-1.66689795,0.3,0.1,-0.25
Tomas Satoransky,2020-21,-1.703784064,0.1,1.1,0.31
Brandon Ingram,2020-21,-1.738858655,-1.1,1.3,-0.9
Dewayne Dedmon,2020-21,-1.743474751,0.5,0.4,0.7
Sindarius Thornwell,2020-21,-1.747996769,1.1,0.1,0.31
George Hill,2020-21,-1.787474388,-0.5,0.4,-0.82
Devontae Cacok,2020-21,-1.813887203,0.4,0.2,0.0
Jahmi'us Ramsey,2020-21,-1.828547644,-1.4,0.0,-0.24
Jared Dudley,2020-21,-1.912295868,0.9,0.1,0.12
Devon Dotson,2020-21,-1.978801227,2.2,0.1,0.26
Eric Paschall,2020-21,-2.010784674,-0.9,0.7,-0.71
Austin Rivers,2020-21,-2.030755525,0.4,0.4,-1.19
CJ McCollum,2020-21,-2.101120073,-1.1,0.6,-0.64
Meyers Leonard,2020-21,-2.161638932,-0.4,0.0,-0.02
Killian Hayes,2020-21,-2.210041568,-0.9,0.6,-0.1
Elfrid Payton,2020-21,-2.213798007,-0.1,1.9,-1.63
Mfiondu Kabengele,2020-21,-2.306467443,0.6,0.2,-0.38
Aaron Holiday,2020-21,-2.386822405,-0.9,0.8,-0.65
Damion Lee,2020-21,-2.473431856,0.9,1.3,-0.06
Eric Gordon,2020-21,-2.4876547,-1.7,0.2,-1.27
Patrick Patterson,2020-21,-2.513246011,-0.1,0.5,-0.69
Aaron Nesmith,2020-21,-2.548924456,-0.4,0.6,-0.2
Marvin Bagley III,2020-21,-2.602019207,-2.7,0.5,-0.29
Reggie Perry,2020-21,-2.621454111,-1.4,0.2,-0.67
T.J. Leaf,2020-21,-2.627971007,0.9,0.0,-0.29
Semi Ojeleye,2020-21,-2.660361742,-0.7,0.6,-0.76
Khyri Thomas,2020-21,-2.671573352,-0.1,0.1,-0.19
Romeo Langford,2020-21,-2.711509821,0.2,0.2,-0.49
Chimezie Metu,2020-21,-2.736964944,-1.3,0.3,0.26
JaKarr Sampson,2020-21,-2.755099065,-2.3,0.3,-0.53
Tyrell Terry,2020-21,-2.765830034,2.6,0.1,0.17
Dwayne Bacon,2020-21,-2.799380359,-1.4,0.9,-1.71
Devin Vassell,2020-21,-2.812828829,0.7,1.1,0.53
Marcus Morris Sr.,2020-21,-2.833532081,,,-0.21
Cam Reddish,2020-21,-2.833603707,0.1,0.7,0.14
Oshae Brissett,2020-21,-2.835325838,-0.5,0.6,-0.09
Frank Ntilikina,2020-21,-2.853418918,2.5,0.5,0.21
Trey Lyles,2020-21,-2.871921735,-0.5,0.3,-0.2
Rodions Kurucs,2020-21,-2.895101573,3.1,0.1,-0.02
Gary Clark,2020-21,-2.97381853,0.6,0.0,-0.19
Jordan Clarkson,2020-21,-3.150414018,-0.4,2.5,-1.27
Amir Coffey,2020-21,-3.217710338,-0.1,0.3,-0.38
Henry Ellenson,2020-21,-3.225668614,-0.1,0.0,-0.37
Kendrick Nunn,2020-21,-3.23878489,-0.4,1.5,-0.32
Cameron Oliver,2020-21,-3.254073181,-1.0,0.1,-0.15
Damian Lillard,2020-21,-3.267709532,-1.3,0.8,-1.89
Kostas Antetokounmpo,2020-21,-3.272852766,0.8,0.1,0.03
Javonte Green,2020-21,-3.342623851,2.8,0.2,0.51
Nicolo Melli,2020-21,-3.363028765,-0.8,0.2,0.02
Tony Snell,2020-21,-3.388461255,-0.1,0.5,-1.12
Andre Roberson,2020-21,-3.390152957,-0.9,0.1,-0.47
Ray Spalding,2020-21,-3.466703134,-2.1,0.0,-0.22
Taurean Prince,2020-21,-3.504288196,-0.8,0.5,-0.7
Denzel Valentine,2020-21,-3.525694431,-0.4,1.1,0.3
Isaac Okoro,2020-21,-3.648950943,-0.9,1.0,-0.23
Danilo Gallinari,2020-21,-3.648998117,-0.6,1.0,-0.91
Wes Iwundu,2020-21,-3.654538036,-1.2,0.2,0.0
Jeremy Lamb,2020-21,-3.707500414,0.7,0.9,-0.3
Jeremiah Martin,2020-21,-3.722845601,-1.1,0.1,-0.26
Tyler Herro,2020-21,-3.742371081,-1.0,1.6,-1.25
Karim Mane,2020-21,-3.752299778,-0.8,0.0,0.38
Tyus Jones,2020-21,-3.760495334,0.9,1.3,-0.84
Jalen Harris,2020-21,-3.769889968,-0.3,0.1,-0.51
Terrence Ross,2020-21,-3.805238402,-0.8,1.0,-1.1
Josh Hall,2020-21,-3.867294615,-2.2,0.2,-0.17
Saben Lee,2020-21,-3.878666971,0.2,0.8,-0.22
Saddiq Bey,2020-21,-3.954190877,-0.8,1.7,-1.1
Vernon Carey Jr.,2020-21,-4.02665581,-1.7,0.1,-0.07
Jerome Robinson,2020-21,-4.073085459,-0.1,0.3,0.08
John Wall,2020-21,-4.09277489,-1.9,0.8,-1.29
Vincent Poirier,2020-21,-4.137029771,-2.4,0.1,-0.68
Furkan Korkmaz,2020-21,-4.140813438,0.2,1.5,-0.57
Caris LeVert,2020-21,-4.174964533,-0.5,1.2,-1.48
Rondae Hollis-Jefferson,2020-21,-4.184499227,1.2,0.1,-0.21
Kevin Love,2020-21,-4.198495851,-0.9,0.6,0.45
Sterling Brown,2020-21,-4.244753075,0.0,0.8,-0.41
Tim Frazier,2020-21,-4.258746156,-1.2,0.1,-0.19
Marques Bolden,2020-21,-4.321219647,0.8,0.0,0.44
Jeff Teague,2020-21,-4.325549713,-1.0,0.2,-0.76
Mike James,2020-21,-4.332166383,-2.3,0.1,-1.17
Troy Brown Jr.,2020-21,-4.48989045,0.2,0.2,0.41
Nemanja Bjelica,2020-21,-4.505075771,0.4,0.2,-0.49
Paul Watson,2020-21,-4.514179159,-0.6,0.2,-1.04
Robert Woodard II,2020-21,-4.543602264,-2.6,0.0,-0.23
Anderson Varejao,2020-21,-4.562675207,-3.3,0.0,0.0
E'Twaun Moore,2020-21,-4.563244731,0.2,0.4,-0.51
Shai Gilgeous-Alexander,2020-21,-4.573487128,0.2,0.8,-0.83
Rodney Hood,2020-21,-4.577161444,-1.4,0.1,-1.07
Skylar Mays,2020-21,-4.589904683,0.7,0.3,-0.45
Gabriel Deck,2020-21,-4.631473311,-0.4,0.1,-0.26
Jahlil Okafor,2020-21,-4.683206813,-0.7,0.3,-0.95
Garrison Mathews,2020-21,-4.718045054,-0.1,0.6,-0.23
James Nunnally,2020-21,-4.724640323,-1.8,0.0,0.1
Frank Jackson,2020-21,-4.775894417,-1.6,0.4,-1.99
Thon Maker,2020-21,-4.839174583,1.1,0.1,0.26
CJ Elleby,2020-21,-4.878117283,-0.9,0.1,-0.84
Ty-Shon Alexander,2020-21,-4.97746029,-1.7,0.0,-0.6
Shake Milton,2020-21,-4.999477562,-1.0,1.6,-1.21
Keita Bates-Diop,2020-21,-5.002664263,0.4,0.3,0.17
Otto Porter Jr.,2020-21,-5.012589534,1.7,0.1,-0.01
Greg Whittington,2020-21,-5.082584807,-5.7,0.0,-0.38
Cristiano Felicio,2020-21,-5.084506752,,,0.63
Timothe Luwawu-Cabarrot,2020-21,-5.134940248,-1.2,0.7,-0.67
Ersan Ilyasova,2020-21,-5.140168752,,,-0.58
DeMar DeRozan,2020-21,-5.144292939,-0.1,1.5,-1.0
Jake Layman,2020-21,-5.153969071,0.2,0.5,-0.03
Bruno Caboclo,2020-21,-5.162422536,-1.7,0.0,-0.01
Theo Maledon,2020-21,-5.235019147,,,-0.6
Louis King,2020-21,-5.243300025,2.5,0.1,-0.03
Brandon Goodwin,2020-21,-5.260841166,-0.6,0.4,-0.7
Edmond Sumner,2020-21,-5.312133852,-0.5,0.7,-0.87
Cassius Stanley,2020-21,-5.354393615,-4.0,0.1,-0.7
Anthony Edwards,2020-21,-5.387580841,-1.7,1.4,-1.51
Justin Jackson,2020-21,-5.466757871,-4.8,0.0,-0.46
Lou Williams,2020-21,-5.481043654,-2.5,0.2,-1.38
Svi Mykhailiuk,2020-21,-5.48646126,-1.1,0.5,-0.67
Juwan Morgan,2020-21,-5.51941282,1.2,0.2,-1.09
Seth Curry,2020-21,-5.524422173,-0.4,1.7,-0.36
