Player,Team,Pos,G,MP,DIS,Z_Hustle,Z_Defense,Z_Difficulty,Z_D_LEBRON
Victor Wembanyama,SAS,C,46,1527,25.19928535,1.872208433,3.150984248,2.346134945,2.728665671
Draymond Green,GSW,PF,68,1983,24.47404775,3.270158578,2.434819252,0.11848153,2.799600531
Ivica Zubac,LAC,C,80,2624,20.30372315,2.417452029,2.107138501,1.150379726,2.019317074
Amen Thompson,HOU,SF,69,2225,19.16438863,1.556344772,2.418487489,1.594122914,2.019317074
Rudy Gobert,MIN,C,72,2388,18.57873789,1.866094102,1.968055619,1.122105633,2.125719364
Jarrett Allen,CLE,C,81,2296,18.57019467,2.578886001,1.215886313,1.086311584,2.054784504
Alex Caruso,OKC,SG,53,1041,17.44082482,1.176267287,2.594855885,1.360542126,1.794690019
Isaiah Stewart,DET,C,72,1434,17.41545053,1.211746148,2.447281202,0.407313215,2.350346419
Dyson Daniels,ATL,SG,76,2571,17.14227785,3.476210785,-0.688101222,2.246023571,1.688287729
Kris Dunn,LAC,PG,74,1783,17.06296256,1.549071851,1.246513769,1.451658977,2.373991373
Jaren Jackson Jr.,MEM,C,73,2207,16.95303077,2.291321443,3.05750732,-0.050606732,0.837069413
Jalen Williams,OKC,SG,69,2237,16.88555082,2.164482017,2.207960354,1.101098035,1.073518945
Isaiah Hartenstein,OKC,C,57,1590,16.80559873,1.674916255,1.276869388,1.072381398,2.326701466
Evan Mobley,CLE,PF,71,2167,16.76851138,2.223888635,1.86351961,-0.342334988,1.983849644
Goga Bitadze,ORL,C,70,1430,16.67544272,1.137256051,1.622491024,0.184422643,2.97693768
Donovan Clingan,POR,C,67,1324,16.61839387,1.121187069,2.803943897,-0.844761954,2.504038615
Walker Kessler,UTA,C,58,1740,16.60674365,1.769584305,2.789992083,0.001975575,1.44001572
Bam Adebayo,MIA,C,78,2674,16.31145214,2.775449923,0.96587612,1.117316048,1.298146001
Anthony Davis,DAL,PF,51,1706,16.15892486,1.45620672,2.343565052,0.412171245,1.771045065
Ausar Thompson,DET,SF,59,1328,15.79811012,1.159813644,1.969181023,1.38838762,1.771045065
Brook Lopez,MIL,C,80,2546,15.56755472,3.032104468,1.494123993,-0.275793762,1.049873992
Alperen Sengun,HOU,C,75,2394,14.76466177,2.938039804,0.950922091,0.353344959,1.014406562
Luguentz Dort,OKC,SF,71,2073,14.67837582,1.463179869,1.949774199,1.959106604,0.825246936
Derrick White,BOS,SG,76,2574,14.03544072,2.244318316,1.179281729,0.850396219,1.026229039
Jakob Poeltl,TOR,C,57,1686,13.56411252,1.744023278,0.720317287,1.639649544,1.357258384
OG Anunoby,NYK,PF,74,2706,13.45428425,2.572633544,1.004293546,1.374802565,0.387815302
Kristaps Porzingis,BOS,C,42,1210,13.25496158,0.727012306,2.619212402,0.870224551,1.073518945
Jaden McDaniels,MIN,PF,82,2614,13.13763967,1.881034605,0.344099478,1.495536759,1.463660673
Shai Gilgeous-Alexander,OKC,PG,76,2598,13.0532922,2.049870342,1.351961783,0.391306212,0.978939132
Toumani Camara,POR,PF,78,2548,12.94202808,3.940674988,-0.79896583,1.089843274,0.494217591
Kevon Looney,GSW,C,76,1142,12.7622706,0.830867901,1.91781839,-0.175748956,1.912914785
Keegan Murray,SAC,PF,76,2610,12.72742013,2.44410764,0.977027905,1.405525605,0.281413012
Nicolas Batum,LAC,PF,77,1367,12.5989897,0.451616848,2.673067067,0.137304597,1.451838197
Tari Eason,HOU,PF,57,1420,12.59780521,1.034737233,1.329242582,0.476988094,1.818334972
Robert Williams III,POR,C,19,351,12.50354532,-0.778214191,2.260968685,-0.988633945,3.556239034
Chet Holmgren,OKC,C,32,877,12.24201161,0.106632271,2.469575846,-0.135582501,1.983849644
Luke Kornet,BOS,C,72,1361,12.1413981,0.997537751,1.581649793,-0.220852942,1.841979925
Jaylin Williams,OKC,PF,47,784,11.9201604,0.982252844,1.98550545,-0.396098903,1.534595533
Jusuf Nurkic,CHA,C,51,1063,11.82511747,0.795669726,0.925350291,1.113151769,1.818334972
Naz Reid,MIN,C,80,2200,11.75244747,1.885768213,1.209428685,0.326285347,0.860714366
Myles Turner,IND,C,72,2174,11.05572156,1.684586239,0.538120543,0.153474687,1.47548315
Jaxson Hayes,LAL,C,56,1093,11.03801036,0.525407461,1.52950497,0.122013755,1.818334972
Al Horford,BOS,C,60,1659,10.84514103,0.755757022,1.400114423,0.575959355,1.40454829
Peyton Watson,DEN,SF,68,1657,10.74036415,0.783256907,1.318307756,1.083996793,1.156276282
Jalen Duren,DET,C,78,2035,10.6436144,1.783813912,-0.265598034,0.546913137,1.711932682
Zach Edey,MEM,C,65,1416,10.53887379,1.085787004,1.021364703,0.839514781,1.156276282
Nikola Jokic,DEN,C,70,2571,10.41419841,2.301392977,0.459727118,0.585365938,0.494217591
Wendell Carter Jr.,ORL,C,68,1758,10.4088573,1.118242701,1.282617765,-0.007590528,1.286323524
Domantas Sabonis,SAC,C,70,2429,10.18947446,1.857875334,-0.065098906,2.1972953,0.494217591
Cason Wallace,OKC,SG,68,1876,10.18900999,1.726780608,-0.372755056,1.03304919,1.463660673
Jonathan Isaac,ORL,PF,70,1090,10.04283357,0.405595329,-0.008610638,-0.008202667,2.953292727
Kyshawn George,WAS,SG,68,1802,10.01563195,1.561119522,2.129746492,0.411888497,-0.203308529
Daniel Gafford,DAL,C,57,1226,9.91203213,0.920307432,1.306799484,-0.006884586,1.298146001
Zach Collins,CHI,PF,63,976,9.681993105,0.432407164,1.759265602,1.149114252,0.754312077
Clint Capela,ATL,C,55,1176,9.153936331,0.961696586,0.706250855,0.855108398,1.073518945
Keon Ellis,SAC,SG,78,1948,9.137699169,1.577327603,-0.798405723,1.009469753,1.629175346
Dereck Lively II,DAL,C,36,833,8.896925807,0.088918294,1.034070838,0.416970895,1.806512495
Nikola Vucevic,CHI,C,73,2278,8.693693709,1.834994994,1.21135227,0.371632706,-0.132373669
Josh Hart,NYK,SG,77,2897,8.610805351,2.352446891,-0.907029388,0.187516295,1.179921235
Charles Bassey,SAS,C,32,376,8.491092033,-0.629703582,1.02802454,0.600647926,2.303056513
Kel'el Ware,MIA,C,62,1422,8.488946626,0.423954425,0.553121778,-0.574724036,2.232121653
Nic Claxton,BKN,C,70,1880,8.449864393,1.379370211,-0.289857692,0.832241519,1.262678571
Brandon Clarke,MEM,PF,64,1207,8.418856721,0.910345485,1.609950476,-0.376349817,0.7424896
Paul Reed,DET,C,44,436,8.388037601,-0.142938224,-0.025326196,-0.222923143,3.071517493
Jrue Holiday,BOS,PG,62,1896,8.095738253,0.778207832,1.031593936,0.872890278,0.624264834
Onyeka Okongwu,ATL,C,74,2064,7.9033353,1.65323403,-0.454184297,1.068902096,0.825246936
DeAndre Jordan,DEN,C,56,691,7.828917338,-0.517640396,1.974652232,-0.24758882,1.605530393
Mason Plumlee,PHX,C,74,1300,7.792686224,0.463515012,-0.446010324,0.996455471,2.007494598
Taj Gibson,CHA,C,35,409,7.782921041,-0.59097215,2.518570131,-0.139611122,1.156276282
Scottie Barnes,TOR,PF,65,2134,7.759912426,1.224740657,0.885861561,0.25892252,0.494217591
Anthony Black,ORL,PG,78,1887,7.618901641,1.198338604,0.259915554,0.078715118,1.085341422
Mo Bamba,NOP,C,32,413,7.475807274,-0.615295195,0.77978169,0.048618244,2.433103756
Mark Williams,CHA,C,44,1171,7.318532979,0.639884205,0.060884763,0.972421828,1.262678571
Giannis Antetokounmpo,MIL,PF,67,2289,7.236920071,0.697141953,1.311132516,-0.830994416,1.038051515
Jalen Johnson,ATL,SF,36,1284,7.22574237,0.120549082,1.362531959,0.229073786,1.038051515
James Harden,LAC,PG,79,2789,7.172969273,1.515762983,-0.11539696,0.528737476,0.70702217
Scotty Pippen Jr.,MEM,PG,79,1683,7.126203296,1.449668595,-0.109021358,0.477253211,0.77795703
Tobias Harris,DET,PF,73,2306,6.870318227,1.120632907,-0.157689632,0.59659422,1.002584086
Fred VanVleet,HOU,PG,60,2113,6.835381023,0.949352782,0.096833999,0.964556013,0.766134553
Miles Bridges,CHA,PF,64,2029,6.804710507,0.942039047,2.431765946,0.637571165,-1.019059415
Davion Mitchell,MIA,PG,71,2027,6.804212404,1.315878576,0.310385549,1.060698711,0.163188246
Precious Achiuwa,NYK,C,56,1170,6.771891223,0.375288115,0.145252902,0.807412981,1.357258384
Jaime Jaquez Jr.,MIA,SF,65,1368,6.704779019,0.477399836,1.916267607,-0.478001894,0.399637778
Mouhamed Gueye,ATL,PF,32,533,6.522685192,-0.368032647,0.542223014,-0.543520727,2.362168896
Haywood Highsmith,MIA,SF,74,1818,6.40688232,1.063251941,-0.606395245,0.866502129,1.144453805
Karl-Anthony Towns,NYK,C,72,2517,6.397086641,2.202321132,-1.12672813,0.442142804,0.647909787
Jae'Sean Tate,HOU,SF,47,588,6.343934819,0.068657362,1.72432948,0.48975199,0.364170348
Jayson Tatum,BOS,PF,72,2624,6.293443534,0.793448867,0.054281052,0.513094696,1.002584086
LeBron James,LAL,SF,70,2444,6.209257819,1.402397279,1.214158627,0.237918972,-0.463403014
Desmond Bane,ORL,SG,69,2205,6.145773395,0.794632324,1.280489595,0.756740395,-0.191486052
Deandre Ayton,POR,C,40,1206,5.962443402,0.064793917,0.602508647,1.545373781,0.647909787
Adem Bona,PHI,C,53,902,5.958055427,0.049336325,0.848302442,-0.775178842,1.617352869
Dean Wade,CLE,PF,58,1252,5.909332707,0.481726235,0.238648191,0.478607699,1.049873992
Derrick Jones Jr.,LAC,SF,77,1873,5.849924063,0.723866236,0.049592796,1.357482108,0.506040068
Cade Cunningham,DET,PG,70,2452,5.840241434,1.504630915,1.319318294,-0.222310662,-0.546160351
Drew Eubanks,LAC,C,58,746,5.81750686,-0.28199813,1.167839259,-0.407740992,1.451838197
Pascal Siakam,IND,PF,78,2548,5.812002604,1.813684758,0.506462012,-0.190187408,-0.203308529
Javonte Green,CLE,SG,63,1258,5.744078163,0.47990166,0.701777516,0.971612232,0.364170348
Dorian Finney-Smith,LAL,PF,63,1821,5.713873594,0.669912322,1.288136932,0.681856682,-0.179663576
Cody Martin,PHX,SF,52,1173,5.694144612,0.808684078,-0.239081383,0.832123538,0.872536843
Zeke Nnaji,DEN,PF,49,608,5.627672722,-0.277796659,1.117219628,-0.552913787,1.499128103
Dillon Brooks,HOU,SF,75,2388,5.574416217,0.975924472,0.235138394,1.850083128,-0.238775959
Jonathan Mogbo,TOR,PF,62,1286,5.531000348,0.648886103,0.005686453,0.729590063,0.825246936
Kenrich Williams,OKC,PF,68,1132,5.456676021,0.977184897,0.363094444,0.562720696,0.257768059
Day'Ron Sharpe,BKN,C,50,909,5.385268755,0.194397241,0.555416664,0.223232171,1.026229039
Brandin Podziemski,GSW,SG,63,1716,5.337706645,2.057178845,-1.135636804,-0.077202927,0.70702217
Trayce Jackson-Davis,GSW,C,58,967,5.321261015,0.16972332,0.197757552,1.133391097,0.872536843
Kevin Durant,PHX,PF,62,2265,5.313209773,0.704155261,2.569491525,0.338716395,-1.243686471
Jerami Grant,POR,PF,47,1524,5.086515947,0.404535108,0.813380875,1.420118103,-0.096906239
Isaac Okoro,CLE,SG,54,1053,4.952922883,-0.010482765,1.077921285,1.483741591,0.021318527
Justin Champagnie,WAS,SF,57,1340,4.923106592,0.334950792,1.341741519,0.356941513,0.00949605
Moussa Diabate,CHA,C,70,1241,4.863443678,0.680430313,0.126344807,-0.003278345,0.837069413
Ochai Agbaji,TOR,SG,64,1739,4.781031948,0.753361298,1.128754654,0.205991336,-0.203308529
Neemias Queta,BOS,C,56,863,4.758188029,-0.131986986,0.511761821,-0.367803344,1.47548315
Trey Lyles,SAC,PF,69,1349,4.710004986,1.067142216,-0.488340292,0.571089712,0.624264834
Jalen Suggs,ORL,PG,35,1002,4.677689687,0.453742185,0.461729414,0.500281122,0.470572638
Josh Okogie,CHA,SG,37,625,4.637746302,-0.301070935,0.697588996,0.904475492,0.81342446
Kyle Anderson,MIA,PF,56,1002,4.602230215,0.170553264,0.415919892,-0.444220107,1.239033618
Rui Hachimura,LAL,PF,59,1869,4.593219508,0.644804454,0.772088943,1.081499209,-0.297888342
Andrew Nembhard,IND,SG,65,1881,4.583049053,0.924418001,-0.409812076,1.775978246,0.056785957
Ben Simmons,LAC,PG,50,1120,4.453705137,0.179541438,0.429578848,-0.229303801,1.061696469
Andrew Wiggins,MIA,SF,60,1842,4.445997551,0.714476791,0.874154088,0.721187895,-0.321533295
Nick Richards,PHX,C,57,1256,4.427131321,0.663270479,0.108032778,-0.371183252,0.908004273
Cam Reddish,LAL,SF,31,589,4.27175481,-0.441250649,0.36965485,1.061788343,1.026229039
Kyle Kuzma,MIL,PF,64,1936,4.212871608,0.745386923,1.434275602,0.729017188,-0.900834649
Jaylen Brown,BOS,SF,63,2158,4.20709674,0.89613567,0.140616051,0.924622308,-0.073261286
Caris LeVert,ATL,SG,64,1596,4.20052632,0.60924258,0.98790543,0.389263634,-0.226953482
Dalen Terry,CHI,SG,67,987,4.199788183,0.041412521,1.094308597,0.117555481,0.387815302
Kentavious Caldwell-Pope,MEM,SG,76,2279,4.199772389,0.910768903,-1.215591631,1.211932912,0.896181796
Bilal Coulibaly,WAS,SF,59,1948,4.117566919,0.933700035,0.839736655,1.634427048,-1.078171798
Julius Randle,MIN,PF,68,2226,4.052522512,0.930923788,0.988624507,1.064730744,-0.936302079
Luka Doncic,LAL,PG,50,1769,4.020044572,1.072811857,0.184454066,0.278925317,-0.02597138
Gary Payton II,GSW,SG,61,927,4.002531278,0.148356511,-0.547730125,1.161131769,1.061696469
Donovan Mitchell,CLE,SG,70,2232,3.965266719,1.126999124,0.857269655,-0.112463831,-0.463403014
Tristan Thompson,CLE,C,37,328,3.941515206,-0.805857042,0.801044561,-0.401323978,1.652820299
Santi Aldama,MEM,PF,65,1660,3.931787677,0.497552567,0.963668233,-0.069954032,0.04496348
Kevin Huerter,CHI,SG,69,1679,3.894621788,0.609980542,0.874462482,0.065538542,-0.073261286
Bismack Biyombo,SAS,C,27,528,3.89349535,-0.321401651,0.664487038,-1.576616332,1.853802402
Oso Ighodaro,PHX,PF,58,1045,3.89261126,0.119332336,0.446988376,-0.322804438,0.967116656
Matas Buzelis,CHI,SF,74,1511,3.876204977,0.467714268,0.384894754,-0.075798135,0.541507498
Gabe Vincent,LAL,PG,72,1525,3.864697572,1.189318029,0.455495636,0.530990298,-0.546160351
KJ Martin,UTA,PF,41,912,3.819212352,-0.359656417,1.004177534,1.005354201,0.293235489
Josh Giddey,CHI,PG,69,2117,3.788002619,1.044811603,-0.35566588,0.300147643,0.364170348
Moses Moody,GSW,SG,71,1649,3.741546478,1.105473016,-0.485342498,0.363981753,0.364170348
Ryan Dunn,PHX,SF,71,1410,3.683653516,0.336350937,0.711531179,1.074733756,-0.238775959
Anthony Edwards,MIN,SG,79,2871,3.63026121,0.873249403,0.441640387,0.793479191,-0.427935585
Bobby Portis,MIL,PF,49,1244,3.619769652,0.337533257,0.92881738,-0.656481174,0.423282732
Paul George,PHI,PF,41,1334,3.559148684,1.132936292,0.167062172,0.140493497,-0.156018622
Jay Huff,MEM,C,58,748,3.53746492,-0.044360821,0.332571386,0.124027306,0.884359319
Dwight Powell,DAL,C,48,551,3.526066821,-0.1366363,-0.15582424,-0.043630467,1.463660673
T.J. McConnell,IND,PG,78,1415,3.464959029,1.089654332,0.035905762,-0.13733064,0.104075863
Russell Westbrook,DEN,PG,75,2092,3.463081142,1.0094566,0.119070216,0.876293512,-0.392468155
Sam Merrill,CLE,SG,71,1401,3.445208214,0.658692918,0.678048028,-0.216942414,0.033141003
Miles McBride,NYK,PG,64,1593,3.36874018,0.853672656,0.54558547,-0.058790396,-0.156018622
Christian Braun,DEN,SG,79,2675,3.361359193,1.443131877,-0.838654609,1.419111599,-0.333355772
Jeremy Sochan,SAS,PF,54,1367,3.286473962,0.378548946,0.445995817,1.641009371,-0.475225491
Nikola Jovic,MIA,PF,46,1156,3.226903662,-0.113394077,0.92069745,-0.003003951,0.423282732
Payton Pritchard,BOS,PG,79,2271,3.181648406,0.580772994,0.642304357,0.17743798,-0.144196146
Jimmy Butler III,GSW,SF,54,1746,3.062136838,0.724509431,-0.294310104,0.922060718,0.08043091
Mike Conley,MIN,PG,71,1756,3.026891339,0.939401331,-0.789289059,0.513461386,0.470572638
Jalen Smith,CHI,C,61,962,3.007474114,0.152883702,0.065591789,-0.344337621,0.967116656
Taurean Prince,MIL,SF,80,2166,2.996391255,0.806320272,-0.193964884,0.216337269,0.245945582
Alex Sarr,WAS,C,67,1814,2.949304731,1.484075317,-0.329434605,0.544851085,-0.498870444
Aaron Nesmith,IND,SF,45,1123,2.867542578,0.339478984,0.829995336,0.657992786,-0.404290631
Daniel Theis,NOP,C,37,621,2.846360566,-0.07796757,-0.097952597,-0.095789384,1.156276282
Jericho Sims,MIL,C,47,631,2.808121891,-0.354998403,1.223516787,-1.225835216,0.884359319
Marvin Bagley III,MEM,PF,24,265,2.789379317,-0.86581516,2.200179097,-0.212965497,0.068608433
Keaton Wallace,ATL,PG,27,501,2.784178777,-0.671173987,0.159393804,2.062600402,0.435105208
Isaiah Joe,OKC,SG,74,1604,2.746523277,1.623433618,0.040921422,-0.131638902,-0.676207593
Steven Adams,HOU,C,56,795,2.713820719,-0.014069127,0.314982611,0.418525681,0.446927685
Kelly Olynyk,NOP,C,44,891,2.701549418,0.284633061,0.587389497,-0.712005901,0.482395115
Mitchell Robinson,NYK,C,17,290,2.700326258,-0.736279599,0.63767312,-0.197144206,1.203566188
Kevin Love,MIA,PF,21,251,2.69547609,-0.732154343,-0.18733641,1.710221643,0.931649226
Max Christie,DAL,SG,75,2127,2.670129521,0.646927868,-0.293958427,1.430068288,-0.226953482
Jarred Vanderbilt,LAL,PF,36,581,2.669125348,-0.460998706,0.18554073,-0.10953243,1.250856094
Lonzo Ball,CHI,PG,35,777,2.649735566,-0.237119503,-0.016695834,0.547127041,0.860714366
Royce O'Neale,PHX,SF,73,1837,2.593434788,0.36072876,0.097319886,0.849952049,-0.002326427
P.J. Washington,DAL,PF,57,1835,2.569774331,0.852491596,-1.022100149,1.054294106,0.328702919
Quinten Post,GSW,PF,42,686,2.529591523,-0.208979073,0.767834246,0.238157775,0.293235489
Franz Wagner,ORL,SF,60,2023,2.518813665,1.153970457,-0.335207868,0.241985221,-0.156018622
Nickeil Alexander-Walker,MIN,SG,81,2073,2.498400205,1.193213244,-0.993237556,0.939222428,-0.002326427
Deni Avdija,POR,SF,72,2161,2.293185322,0.891126923,-0.391464326,0.261760046,0.068608433
Kelly Oubre Jr.,PHI,SF,60,2078,2.289578528,1.613626686,-0.503566189,0.774563921,-0.818077313
Paolo Banchero,ORL,PF,46,1582,2.288466391,0.12196975,1.025826563,0.451509945,-0.439758061
Stephen Curry,GSW,PG,70,2252,2.274460693,1.22628118,0.521972558,-0.501084213,-0.65256264
Grant Williams,CHA,PF,16,479,2.1207698,-0.15856042,0.440208137,-0.913301212,0.955294179
Christian Koloko,LAL,C,35,342,2.100302287,-0.651884556,0.707697606,-1.33191186,1.428193244
Austin Reaves,LAL,SG,73,2550,2.058773983,2.584283328,-1.513976251,0.457977522,-0.865367219
Richaun Holmes,WAS,PF,30,534,2.023591894,-0.58149628,0.719588137,-0.810652678,1.061696469
Micah Potter,UTA,C,37,705,2.023463369,-0.262955621,0.959379302,-0.263259754,0.269590536
Dru Smith,MIA,SG,14,268,2.014310919,-0.485884854,0.327376441,-0.354376685,1.061696469
Marcus Garrett,CHA,SG,4,79,1.994359945,-1.209618395,1.713413169,0.117490869,0.387815302
Mikal Bridges,NYK,SF,80,3036,1.91031418,1.148256169,-0.264002317,1.24234856,-0.912657126
Herbert Jones,NOP,SF,20,648,1.897791214,0.003517783,-0.850849292,2.302574331,0.186833199
Jaylen Wells,MEM,SG,77,2043,1.841532247,0.521285921,0.614137018,1.365188129,-1.101816752
Matisse Thybulle,POR,SG,15,312,1.813422611,-0.742921526,-0.030060256,-0.631683572,1.688287729
Jabari Smith Jr.,HOU,PF,57,1716,1.674388706,0.301608047,-0.260311028,0.029394435,0.458750161
Elfrid Payton,NOP,PG,23,511,1.672660155,-0.856919263,0.909450738,-0.029915414,0.67155474
Jonathan Kuminga,GSW,PF,47,1144,1.635926726,0.075881956,0.87619282,-0.138495356,-0.191486052
Chris Duarte,CHI,SG,9,74,1.625013087,-1.219726597,0.531349083,2.334481909,0.151365769
AJ Green,MIL,SG,72,1659,1.60216847,0.654665958,0.058263204,0.210161836,-0.274243389
Jonas Valanciunas,SAC,C,81,1524,1.563001987,0.816380329,-1.02429918,-0.250348467,0.683377217
Alex Len,LAL,C,39,380,1.561341068,-0.540721499,-0.466801247,0.185822354,1.357258384
Ariel Hukporti,NYK,C,23,217,1.553194592,-0.872233454,0.997380831,-0.958474448,1.038051515
Marcus Smart,WAS,PG,34,680,1.544758082,0.050115985,0.720251867,0.490478328,-0.380645678
Kessler Edwards,DAL,SF,30,608,1.405594105,-0.494767973,-0.925482455,1.274741644,1.097163898
Orlando Robinson,TOR,C,43,770,1.385745071,0.043510863,0.902043519,0.094693812,-0.380645678
Ziaire Williams,BKN,SF,62,1541,1.376836308,0.552432939,-0.569294906,0.76650269,-0.002326427
Tim Hardaway Jr.,DET,SG,76,2153,1.273150078,1.471315391,-0.445274213,0.615443595,-0.983591985
Donte DiVincenzo,MIN,SG,62,1606,1.247580177,0.739437406,-0.354674138,0.06684649,-0.06143881
Drew Peterson,BOS,PF,19,186,1.240723981,-1.035322252,1.314203857,0.901266543,-0.096906239
Kai Jones,DAL,C,35,468,1.229743422,-0.619492374,0.144989908,0.308539695,0.754312077
Larry Nance Jr.,ATL,PF,23,463,1.222222671,-0.074282999,-1.088115907,0.724449547,1.026229039
Kevin Porter Jr.,MIL,SG,74,1482,1.189433306,0.645831515,-0.381050373,-0.402804608,0.269590536
Zyon Pullin,MEM,SG,1,3,1.181247978,-1.279105532,-0.165080432,4.287555313,-0.333355772
DaQuan Jeffries,CHA,SG,45,1071,1.133292828,-0.15114748,0.838400274,0.256266407,-0.297888342
Karlo Matkovic,NOP,PF,42,791,1.114747477,0.335587531,-0.98291325,-0.034895012,0.872536843
Pelle Larsson,MIA,SG,47,782,1.078072669,-0.049008017,-0.805334452,1.194165003,0.482395115
Gary Harris,ORL,SG,44,711,1.016294734,-0.540572432,0.737519225,0.22674444,0.151365769
De'Aaron Fox,SAS,PG,62,2241,1.014989912,1.066470647,-0.579701379,0.673143172,-0.581627781
Torrey Craig,BOS,SF,25,314,0.970683208,-0.800404291,0.983139354,0.212053778,0.198655676
Noah Clowney,BKN,PF,46,1042,0.958841252,0.429942773,0.480334585,-0.094409657,-0.463403014
Aaron Wiggins,OKC,SG,76,1744,0.901690977,0.937618243,-0.500131122,0.344379012,-0.392468155
Jalen Pickett,DEN,SG,37,666,0.874316244,-0.698322064,1.672204237,0.332125171,-0.569805304
De'Andre Hunter,CLE,SF,64,1740,0.863251093,0.412773444,0.744099392,0.358747392,-0.924479602
Andre Jackson Jr.,MIL,SG,58,980,0.813427096,-0.415399772,-0.54419779,1.693609613,0.293235489
Jake LaRavia,SAC,PF,64,1349,0.772533165,0.61581449,-1.059625425,0.368384714,0.340525395
Isaac Jones,SAC,PF,33,304,0.683636628,-0.863100717,0.075924135,1.019693872,0.517862544
Thomas Bryant,IND,C,65,963,0.594363218,0.172398272,0.124750227,-0.624717655,0.234123106
Jose Alvarado,NOP,PG,55,1366,0.506171971,0.447200069,0.759916538,0.711183127,-1.267331424
Ryan Rollins,MIL,PG,50,820,0.484925482,-0.1542864,0.44981321,-1.224492178,0.553329974
Dennis Schroder,DET,PG,75,2106,0.458309188,1.246304405,-0.751008296,0.440671283,-0.68803007
Naji Marshall,DAL,SF,68,1919,0.439622382,0.753296637,0.053904546,0.734766234,-1.019059415
Chris Paul,SAS,PG,82,2292,0.407996952,1.246335803,-0.909557512,-0.227192533,-0.238775959
Delon Wright,NYK,PG,37,634,0.391606567,-0.498763575,0.143632138,0.172645835,0.423282732
Jabari Walker,POR,SF,47,749,0.373775378,-0.390902161,0.391820417,-1.083380368,0.730667123
Malik Monk,SAC,SG,65,2054,0.372160077,0.644093257,-0.150027586,-0.005097511,-0.392468155
Terance Mann,ATL,SG,67,1414,0.226434312,0.144336674,0.136643822,0.655928999,-0.510692921
Quentin Grimes,PHI,SG,74,2013,0.212308026,0.943354213,0.427481612,-0.064845965,-1.196396564
Taylor Hendricks,UTA,PF,3,75,0.208302589,-1.169241955,0.743218667,-0.104454957,0.67155474
Jaylen Clark,MIN,SG,36,522,0.204777871,-0.424047373,0.139375725,0.378654053,0.186833199
John Collins,UTA,PF,40,1220,0.18166511,0.115531236,-0.136445501,0.382204107,-0.132373669
Yves Missi,NOP,C,73,1956,0.18131874,1.388273489,-1.433943283,1.110297795,-0.68803007
Cameron Payne,NYK,PG,68,1090,0.130636131,0.748439541,-0.267632903,-0.24973204,-0.357000725
Trey Jemison III,LAL,C,34,392,0.02299232,-0.668042137,0.434440757,-0.573895203,0.600619881
Kawhi Leonard,LAC,SF,37,1180,-0.012842368,0.154391292,-0.308603573,0.012488353,0.092253386
Tristan da Silva,ORL,SF,74,1629,-0.03702324,0.16940303,0.430715726,-0.532860986,-0.274243389
Jamal Cain,NOP,SF,33,502,-0.096081351,-0.679703312,0.927884595,0.273719889,-0.262420912
Julian Phillips,CHI,SF,73,1123,-0.116576015,-0.031629079,-0.040461446,0.19949913,-0.073261286
Buddy Hield,GSW,SG,82,1864,-0.144535731,0.695603577,-0.713972979,0.014427901,-0.156018622
Maxi Kleber,LAL,PF,34,637,-0.151589636,-0.444387294,-0.704910625,1.281515083,0.340525395
Bradley Beal,PHX,SG,53,1702,-0.168266318,0.661955938,-0.354718172,1.476965802,-1.160929135
Jamal Murray,DEN,PG,67,2418,-0.219148842,1.202640972,-0.575391043,0.563947498,-1.078171798
Andre Drummond,PHI,C,40,751,-0.307417283,-0.093550668,-1.130548696,0.121330621,0.872536843
Cole Anthony,MEM,PG,61,1234,-0.321317094,0.232467839,-0.504145288,-0.236216278,0.198655676
Ben Sheppard,IND,SG,62,1228,-0.353468109,-0.082220904,0.093175485,0.15647603,-0.191486052
Alec Burks,MIA,SG,47,863,-0.393956833,-0.584657324,0.454366498,-0.03510751,0.092253386
Olivier-Maxence Prosper,DAL,PF,43,584,-0.422169395,-0.529894606,0.479455936,-0.039742377,0.00949605
Branden Carlson,OKC,C,24,246,-0.445661524,-0.889326486,1.381060378,-0.602764576,-0.108728716
Tyrese Haliburton,IND,PG,72,2451,-0.454473522,1.218416288,-0.880638037,-0.912757709,-0.179663576
Caleb Martin,DAL,SF,44,1218,-0.455451294,0.292655054,-0.884681291,0.89756176,-0.156018622
Adama Sanogo,CHI,C,3,21,-0.471445472,-1.25388391,0.42768963,1.083343436,0.198655676
Talen Horton-Tucker,CHI,SG,50,724,-0.501774143,-0.378745502,0.599389868,0.208928106,-0.392468155
Trendon Watford,BKN,PF,43,913,-0.526494449,-0.017049204,0.401872966,0.200214345,-0.593450257
Tre Jones,CHI,PG,43,905,-0.557856045,-0.345070921,-1.011036552,1.298602987,0.352347872
De'Anthony Melton,BKN,SG,6,121,-0.577116013,-1.151505569,0.331605625,1.985012723,-0.309710818
Ronald Holland II,DET,SF,76,1266,-0.590871568,-0.092786287,-0.259197073,-0.741136912,0.482395115
David Roddy,HOU,PF,30,410,-0.595570144,-0.836638829,0.050432197,-0.009062527,0.600619881
Riley Minix,SAS,SF,1,7,-0.636122505,-1.276673484,0.731422542,0.631141142,0.139543293
Josh Green,CHA,SG,68,1887,-0.6378255,0.484068607,-1.012156725,1.36224941,-0.534337874
Aaron Holiday,HOU,PG,57,792,-0.668249818,-0.466811174,0.930667031,0.076621358,-0.569805304
